,sff2022 company name,normalized_url,fct_date,score_date,parent_category,parent_category_hgp_score,overall_hgp_score,overall_feature_density,t12m_nielsen_sales,t12m_nielsen_sales_pct_growth,nielsen_feature_density,nielsen_score,parent_category_nielsen_score,nielsen_weight,offline_distribution_feature_density,offline_distribution_score,parent_category_offline_distribution_score,offline_distribution_weight,reviews_feature_density,reviews_score,parent_category_reviews_score,reviews_weight,social_feature_density,social_score,parent_category_social_score,social_weight,web_feature_density,web_score,parent_category_web_score,web_weight,overall_confidence,reliability_bucket
657175,Rick's Picks,rickspicks.com,2021-12,2021-12,Food,0.005991006272511387,0.0014051538161001546,0.972027972027972,1604641.203125,-0.04913982100063807,1.0,0.23156915330304856,0.27467769867231095,0.4,1.0,0.05495573010630326,0.06278813389456805,0.3,1.0,0.651187316541578,0.6279284833538841,0.1,0.9183673469387755,0.030339337407526534,0.041590880127900645,0.15,1.0,0.10005176592550469,0.09551682275407562,0.05,0.9844206927810997,high
658429,"Rigoni Di Asiago USA, LLC",rigonidiasiago-usa.com,2021-12,2021-12,Food,0.012342916537342737,0.003012111637704055,0.8601398601398601,175708.1689453125,-0.1156767390530895,1.0,0.28651962125773084,0.3425052915143352,0.4,1.0,0.11497682422492991,0.1250250551212668,0.3,1.0,0.41244089782574306,0.4178483353884094,0.1,0.5918367346938775,0.2220936911271424,0.25445740699977987,0.15,1.0,0.45701693582453734,0.45789975719736387,0.05,0.9343920820985312,high
658869,"RIND, LLC",rind.nyc,2021-12,2021-12,Food,0.8640546841729163,0.8922040462722316,0.3006993006993007,,,,,,0.4,,,,0.3,,,,0.1,0.061224489795918366,0.7103995313146165,0.7054114484979784,0.15,1.0,0.9229742075085761,0.9127861602497399,0.05,0.058543692352576344,low
658875,"RIND Snacks, LLC",rindsnacks.com,2021-12,2021-12,Food,0.9998484203232256,0.9999571930897416,0.8811188811188811,733702.32421875,2.019986518430907,1.0,0.9763286081768924,0.9786415239561286,0.4,1.0,0.990091315329318,0.9899278412507516,0.3,,,,0.1,0.9183673469387755,0.9986789505123375,0.9978451521716464,0.15,1.0,0.9776426981135028,0.974867036651636,0.05,0.8844206927810996,high
659602,Ripple Foods,ripplefoods.com,2021-12,2021-12,Food,0.012256299579185946,0.0030685080432825427,0.972027972027972,57368669.75,0.19019499215245594,1.0,0.3217940999397953,0.3747354242832403,0.4,1.0,0.0831829914790863,0.0991180597314091,0.3,1.0,0.5358128416501151,0.528976572133169,0.1,0.9183673469387755,0.10303267012819924,0.11787944437364598,0.15,1.0,0.519523100459227,0.5232252283500983,0.05,0.9844206927810997,high
659718,Pastificio Riscossa F.lli Mastromauro Spa,riscossa.it,2021-12,2021-12,Food,0.02106957507163944,0.0057646639147938645,0.6923076923076923,95843.17337608337,-0.40170145253291734,1.0,0.3627606589677631,0.4173561670194343,0.4,1.0,0.37911127147575563,0.3810382842252957,0.3,,,,0.1,0.3673469387755102,0.06987432798786931,0.09903031847724086,0.15,1.0,0.23272626845223965,0.2361327899179096,0.05,0.801464692699779,high
659793,RISE Brewing Co.,risebrewingco.com,2021-12,2021-12,Non-Alcoholic Beverages,0.9862572540016581,0.9927391326504612,0.972027972027972,10564645.125,0.7551797531511772,1.0,0.6866071917245908,0.7110174593618303,0.4,1.0,0.6063726442587916,0.6126674786845311,0.3,1.0,0.28244247974267483,0.2244738893219018,0.1,0.9183673469387755,0.685075587005468,0.6838375190258752,0.15,1.0,0.6130922215744868,0.5983789648350246,0.05,0.9844206927810997,high
660210,Riseria Vignola Giovanni Spa,risovignola.it,2021-12,2021-12,Food,0.933073963664186,0.9131631249044488,0.34265734265734266,,,0.9,0.707651469541897,0.7463921493169136,0.4,,,,0.3,,,,0.1,,,,0.15,0.775,0.028316165321727607,0.03079835819169846,0.05,0.4163839482794338,medium_high
661985,RIVIERE D'OR,rivieredor.com,2021-12,2021-12,Food,0.13265387141712562,0.11050637856936588,0.4825174825174825,,,,,,0.4,,,,0.3,,,,0.1,0.5918367346938775,0.056897027064283415,0.07493309545049064,0.15,1.0,0.7767259446601169,0.7572045901260261,0.05,0.13439208209853082,low
662131,Rizzoli Emanuelli Spa,rizzoliemanuelli.com,2021-12,2021-12,Food,0.3955940840617579,0.3789919991846303,0.3006993006993007,,,,,,0.4,,,,0.3,,,,0.1,0.30612244897959184,0.5325747828883886,0.5418283767971547,0.15,0.7,0.2095312564834951,0.21198259914440976,0.05,0.08121582615201527,low
663466,Roastar,roastar.com,2021-12,2021-12,Other,0.19735064365988692,0.24049805500348231,0.4195804195804196,,,,,,0.4,,,,0.3,,,,0.1,0.40816326530612246,0.3572473923631852,0.3381703876428378,0.15,1.0,0.4937136031464976,0.49216435261607366,0.05,0.10794213972281999,low
663616,CIRCLES COFFEE INC,circles.coffee,2021-12,2021-12,Non-Alcoholic Beverages,0.8065812129328487,0.8491729093410794,0.09090909090909091,,,,,,0.4,,,,0.3,,,,0.1,0.061224489795918366,0.6574914993337315,0.64007800608828,0.15,0.25,0.8355901281495757,0.8219414129810454,0.05,0.02044300582981385,low
665496,Civilized Coffee,civilizedcoffee.com,2021-12,2021-12,Non-Alcoholic Beverages,0.25323640073974873,0.28235234163991235,0.6153846153846154,,,,,,0.4,,,,0.3,1.0,0.49970998189583954,0.426344505066251,0.1,0.7142857142857143,0.24127303221063273,0.2585140791476408,0.15,1.0,0.9174513750621566,0.9182143085072436,0.05,0.25095393188168325,medium_low
666908,"Clarkson Avenue Crumb Cake Company, Inc.",clarksonavecrumb.com,2021-12,2021-12,Food,0.9558181332601902,0.9766539265148041,0.40559440559440557,,,,,,0.4,,,,0.3,,,,0.1,0.6326530612244898,0.966812939392547,0.9607493309545049,0.15,0.675,0.8445910049732022,0.8318302693953058,0.05,0.1297398836544585,low
670745,Cleveland Ketchup Company,clevelandketchup.com,2021-12,2021-12,Food,0.4198901408247378,0.39341928689123307,0.1958041958041958,,,,,,0.4,,,,0.3,,,,0.1,0.10204081632653061,0.3654241143224739,0.38874149935702124,0.15,0.575,0.7362325426048532,0.717821424442132,0.05,0.043737801623880544,low
671935,Ecotone Food Inc,clipper-teas.us,2021-12,2021-12,Non-Alcoholic Beverages,0.8526560806071042,0.8914797261716693,0.2097902097902098,73501.712890625,-0.00959319749129639,,,,0.4,,,,0.3,,,,0.1,0.061224489795918366,0.7257466801452006,0.7016267123287672,0.15,0.675,0.8724952876682137,0.8732529197779054,0.05,0.04051705492717475,low
676596,Cocktail & Sons,cocktailandsons.com,2021-12,2021-12,Other,0.9712227992955274,0.9586920110754387,0.1048951048951049,,,,,,0.4,0.7142857142857143,0.7569596713758361,0.7686360031720857,0.3,,,,0.1,,,,0.15,,,,0.05,0.20544452316336637,medium_low
677186,Cocofueltreats,cocofueltreats.com,2021-12,2021-12,Food,0.1925494979825467,0.09071124021131666,0.7272727272727273,9705.400146484375,-0.22761873203546845,0.9,0.6430408844617153,0.6903020973638637,0.4,1.0,0.4089067140359155,0.41446181599518944,0.3,,,,0.1,0.5714285714285714,0.03368561319671001,0.05266633455750316,0.15,0.925,0.13815720107558846,0.13945976413458203,0.05,0.8026664168880848,high
679855,Colavita USA,colavita.com,2021-12,2021-12,Food,0.004532954143538736,0.001053865362075116,0.972027972027972,62105686.97999954,-0.19314342779194082,1.0,0.16490613540583438,0.20155859149509334,0.4,1.0,0.009409087124261011,0.011324914812587693,0.3,1.0,0.5360325523350852,0.5281288532675709,0.1,0.9183673469387755,0.07822221201121168,0.08887009511451974,0.15,1.0,0.6508269283487486,0.6563945253786565,0.05,0.9844206927810997,high
680546,Agroland S.A.,colinasdegarzon.com,2021-12,2021-12,Food,0.8295883529063599,0.8592916475564388,0.2937062937062937,,,,,,0.4,,,,0.3,,,,0.1,0.22448979591836735,0.920483159490879,0.9091024942942874,0.15,0.775,0.10136257983414497,0.10827118742051105,0.05,0.07330878449235624,low
682024,Torres Y Ribelles  -  Betis Olive Oil,torresyribelles.com,2021-12,2021-12,Other,0.17106213010272153,0.1941524401637534,0.4195804195804196,,,,,,0.4,,,,0.3,,,,0.1,0.5918367346938775,0.3693872627854616,0.35289282815660306,0.15,0.775,0.290981301004912,0.29542111599848836,0.05,0.124773477192135,low
683980,Toufayan Bakery,toufayan.com,2021-12,2021-12,Food,0.0020860250756093864,0.0004498122950958909,0.7832167832167832,48491048.6328125,-0.04229325739946599,1.0,0.07257402441026764,0.08504906676928997,0.4,1.0,0.033306503094729246,0.038835437963519744,0.3,1.0,0.13649306593078234,0.16129778051787916,0.1,0.3673469387755102,0.35534967605569084,0.38048124934833233,0.15,1.0,0.40673460405869344,0.40443981963232745,0.05,0.9014646926997791,high
684081,"Toumi Foods & Product Co., Ltd.",toumi.com,2021-12,2021-12,Other,0.31569951490262943,0.3168479165604987,0.25874125874125875,,,,,,0.4,,,,0.3,,,,0.1,,,,0.15,0.925,0.2003705243051564,0.21030582556324642,0.05,0.04569819596622367,low
689532,Treat House,treathouse.com,2021-12,2021-12,Other,0.027730884719854163,0.0814459223020605,0.8321678321678322,38368.65411376953,-0.495991423785742,1.0,0.374007990805101,0.3283411237241248,0.4,1.0,0.7706569707735436,0.7776070578905631,0.3,1.0,0.016926511170091224,0.01936357481381178,0.1,0.5102040816326531,0.10450994807701144,0.0867809798642155,0.15,1.0,0.8139637393636668,0.8223025494126952,0.05,0.9281824493144952,high
692653,Trikalinos Grey Mullet Bottarga,trikalinos.gr,2021-12,2021-12,Food,0.56694408153543,0.5898809220472575,0.27972027972027974,,,,,,0.4,,,,0.3,,,,0.1,,,,0.15,1.0,0.6728811852968446,0.6573881373569199,0.05,0.049999999999999996,low
694072,Rasa Raga International LLC,trishnnatea.com,2021-12,2021-12,Non-Alcoholic Beverages,0.7845162936037242,0.8350174115408789,0.3986013986013986,,,,,,0.4,,,,0.3,,,,0.1,0.5102040816326531,0.7891099572669209,0.7707857686453576,0.15,0.8,0.3670333363036952,0.32476546046333526,0.05,0.11952676435114344,low
695571,Troy's Bakery,troysbakery.com,2021-12,2021-12,Other,0.7576781335408176,0.7394812210161545,0.16083916083916083,,,,,,0.4,,,,0.3,,,,0.1,,,,0.15,0.575,0.905036396003208,0.9077416617613383,0.05,0.027334780305321233,low
697144,TRUFF Hot Sauce,truff.com,2021-12,2021-12,Other,0.9999648887253484,0.9999463214934855,0.7692307692307693,10427785.5625,1.8820282034165445,1.0,0.9859339937606042,0.9851187637126777,0.4,1.0,0.9458214216325738,0.9454302141157811,0.3,1.0,0.8452006397975146,0.8387045813586098,0.1,0.32653061224489793,0.7973889169691678,0.7942323795782178,0.15,1.0,0.9950900597859027,0.995517068435301,0.05,0.8981553862296856,high
697180,The Truffleist,truffleist.com,2021-12,2021-12,Other,0.09017558446227784,0.0974224124751567,0.8601398601398601,454309.2578125,-0.025716439323696716,1.0,0.06924908324667506,0.06152818849565964,0.4,1.0,0.7763745871381387,0.7805313243457573,0.3,1.0,0.34440968133162253,0.35314827352742045,0.1,0.5918367346938775,0.9726761016403989,0.9821934220527421,0.15,1.0,0.057782268844055316,0.059329653517577,0.05,0.9343920820985312,high
698794,Evangelos Tsanos Ltd.,tsanos.gr,2021-12,2021-12,Food,0.3349405591124649,0.33214493196758904,0.23776223776223776,,,,,,0.4,,,,0.3,,,,0.1,,,,0.15,0.85,0.226341577561478,0.225445138166262,0.05,0.040720574277366264,low
701513,Wine Chips Inc.,winechips.com,2021-12,2021-12,Other,0.9922488350079071,0.9875724065297525,0.4195804195804196,,,,,,0.4,,,,0.3,,,,0.1,0.40816326530612246,0.9810733814271929,0.9882328691238421,0.15,1.0,0.96630181099111,0.9686672445354174,0.05,0.1108786544348256,low
704195,Dairy Farmers of Wisconsin,wisconsincheese.com,2021-12,2021-12,Food,0.1854541254935362,0.08058706619782907,0.6153846153846154,,,1.0,0.4913797821684637,0.5541658649220704,0.4,,,,0.3,,,,0.1,0.5714285714285714,0.03885263980149795,0.03970249197724666,0.15,1.0,0.7239978259671759,0.7134350791999075,0.05,0.5303395260284883,medium_high
704347,Wise Mouth Teas,wise-mouth.com,2021-12,2021-12,Other,0.7236180904522613,0.6911535782839865,0.23076923076923078,,,,,,0.4,,,,0.3,,,,0.1,0.3673469387755102,0.7359325460644213,0.7456527060278526,0.15,0.375,0.11462853356860414,0.11429297945662542,0.05,0.07038686044487975,low
706034,Woeber Mustard Manufacturing Company,woebermustard.com,2021-12,2021-12,Food,0.0045185179838459376,0.0011911192648083031,0.7902097902097902,10214388.912612915,-0.020961485370572852,1.0,0.005609983033222046,0.004810467577448528,0.4,1.0,0.11221516000999195,0.12697935458007617,0.3,1.0,0.9438067952120648,0.9426633785450061,0.1,0.3877551020408163,0.28509626430179663,0.31822236639364204,0.15,1.0,0.01715826156281397,0.01706122095039889,0.05,0.9070286719606362,high
707610,"Wonil Food Co., Ltd",wonilfood.com,2021-12,2021-12,Other,0.21710846013184987,0.23299665358677743,0.21678321678321677,,,,,,0.4,,,,0.3,,,,0.1,,,,0.15,0.775,0.050748973354493195,0.04827966974379435,0.05,0.04038139509360417,low
708331,Woodland Foods,woodlandfoods.com,2021-12,2021-12,Food,0.11793620661031752,0.09423703477212116,0.6853146853146853,,,,,,0.4,,,,0.3,1.0,0.5022410489866943,0.4848951911220715,0.1,0.9183673469387755,0.12429926940219639,0.1493911975624732,0.15,1.0,0.4807367495216244,0.4808829055382125,0.05,0.28442069278109944,medium_low
708832,Wood Stove Products LLC,woodstovekitchen.com,2021-12,2021-12,Non-Alcoholic Beverages,0.9335501562400357,0.961392243795546,0.4195804195804196,,,,,,0.4,,,,0.3,,,,0.1,0.5102040816326531,0.9650220557827506,0.9467751141552512,0.15,0.875,0.6742902932427441,0.6205565128597869,0.05,0.12320242667737635,low
710683,"World Finer Foods, LLC",worldfiner.com,2021-12,2021-12,Food,0.028201037959881912,0.01103127282610542,0.42657342657342656,1161921.828125,-0.04926835224236292,,,,0.4,1.0,0.18554497765688752,0.17956978588421887,0.3,,,,0.1,,,,0.15,1.0,0.4321961608865918,0.4316250433576136,0.05,0.35,medium_high
713024,World Trade Center Harrisburg,wtccentralpa.org,2021-12,2021-12,Other,0.18148456087031017,0.216649170191442,0.40559440559440557,,,,,,0.4,,,,0.3,,,,0.1,0.3673469387755102,0.17555254330744843,0.142663901163315,0.15,1.0,0.9877088238115095,0.9890026987500896,0.05,0.10146469269977877,low
713517,"World Wide Gourmet Foods, Inc.",wwgourmet.com,2021-12,2021-12,Food,0.23278307504637616,0.10680799741799589,0.6573426573426573,122567.2216796875,-0.033865633201977996,1.0,0.4015926878660172,0.47142582258995575,0.4,1.0,0.5156401787449,0.5241531369011826,0.3,1.0,0.4466366688344788,0.43618988902589395,0.1,,,,0.15,1.0,0.2288574287504277,0.23260637067869117,0.05,0.8500000000000003,high
713751,"W.Y. International, Inc.",wyintl.com,2021-12,2021-12,Other,0.210956964812885,0.2264495744789278,0.21678321678321677,,,,,,0.4,,,,0.3,,,,0.1,,,,0.15,0.775,0.03714868384624228,0.03662489059595876,0.05,0.04038139509360417,low
713755,Wyke farms ltd,wykefarms.com,2021-12,2021-12,Food,0.023675301896189577,0.006685352222731828,0.7692307692307693,1022683.0078125,-0.04360412527096291,1.0,0.19292868480105085,0.22397537040600346,0.4,1.0,0.6379860667795387,0.6524353577871317,0.3,,,,0.1,0.5918367346938775,0.09398865046179296,0.12009221821889084,0.15,1.0,0.44494173442379625,0.4508035611053301,0.05,0.8343920820985311,high
714499,Xcell International Corp.,xcellint.com,2021-12,2021-12,Other,0.0009494088665799652,0.0027980770864122033,0.6923076923076923,259380.1072998047,-0.0994405859909826,1.0,0.31361173444255924,0.2649050844223982,0.4,1.0,0.07555025118654417,0.06810071371927041,0.3,,,,0.1,0.3673469387755102,0.07695515324174057,0.05820955129278693,0.15,1.0,0.5853845269539937,0.5792183599298129,0.05,0.801464692699779,high
715114,Xinca Foods LLC,xincafoods.com,2021-12,2021-12,Other,0.9513371777838325,0.9400567361429615,0.13286713286713286,,,,,,0.4,,,,0.3,,,,0.1,0.2653061224489796,0.8539562560308781,0.8642155031369568,0.15,0.15,0.8173853241900605,0.8140531686079592,0.05,0.05031420025089092,low
717603,NIPPON TRENDS FOOD,yamachanramen.com,2021-12,2021-12,Food,0.8821937188269177,0.911800777998607,0.3986013986013986,,,,,,0.4,,,,0.3,,,,0.1,0.3469387755102041,0.9159697651978128,0.9033330630119212,0.15,1.0,0.43224207678634957,0.43037489883223495,0.05,0.1002298199096974,low
718702,Yaupon Brothers LLC,yauponbrothers.com,2021-12,2021-12,Non-Alcoholic Beverages,0.3013838403163064,0.30195111179058587,0.4405594405594406,,,,,,0.4,,,,0.3,,,,0.1,0.46938775510204084,0.37006846482562145,0.3689592846270928,0.15,1.0,0.5645540137638861,0.5448018380241241,0.05,0.1202165960478273,low
721769,Small Batch Organics,smallbatchgranola.com,2021-12,2021-12,Food,0.9842573678550032,0.9942434897823982,0.7412587412587412,317520.646484375,0.9995350731373631,1.0,0.8757320343714082,0.8944583413507793,0.4,1.0,0.3869660551222626,0.39096011224694327,0.3,,,,0.1,0.5102040816326531,0.7940254100997105,0.7909913458530764,0.15,1.0,0.0791988049621823,0.0808294311481096,0.05,0.8281824493144953,high
722845,"Smart Juices, LLC",smartjuice.us,2021-12,2021-12,Non-Alcoholic Beverages,0.0074931445698616156,0.0022429462025854016,0.965034965034965,5506135.125,-0.02889301955392809,1.0,0.2340320726834875,0.2781456953642384,0.4,1.0,0.07281634239085182,0.09774665042630938,0.3,0.9230769230769231,0.09784156223085441,0.10132501948558068,0.1,0.9183673469387755,0.5435590221936314,0.5360064687975646,0.15,1.0,0.2400816554756581,0.2318590848171549,0.05,0.977580828417391,high
724116,Smileycookie.com,smileycookie.com,2021-12,2021-12,Food,0.022390483683530506,0.0074463639606584114,0.5664335664335665,,,,,,0.4,,,,0.3,1.0,0.15038756964828714,0.13101109741060418,0.1,0.5714285714285714,0.01982722970178744,0.020737514047059095,0.15,1.0,0.023440236885228616,0.022134061741241762,0.05,0.23033952602848823,medium_low
727419,Srinanaporn Marketing PLC.,snnp.co.th,2021-12,2021-12,Food,0.74653712619369,0.7721184324517149,0.25874125874125875,,,,,,0.4,,,,0.3,,,,0.1,,,,0.15,0.925,0.9654229466579687,0.9631532547115274,0.05,0.04569819596622367,low
731432,Sokolata Agapitos,sokolata.com,2021-12,2021-12,Food,0.4421940075501115,0.42824984287146034,0.23776223776223776,,,,,,0.4,,,,0.3,,,,0.1,0.061224489795918366,0.5228679410007812,0.5315175457905164,0.15,0.775,0.3253342167325702,0.33304428257602037,0.05,0.048925087446180515,low
733921,Somerdale International Ltd.,somerdale.co.uk,2021-12,2021-12,,0.5000621735886596,0.15784470604222936,0.2517482517482518,,,,,,0.4,,,,0.3,,,,0.1,0.42857142857142855,0.29510062950879934,,0.15,0.375,0.3124627996182518,,0.05,0.07893055279745609,low
734106,Something South African LLC,somethingsouthafrican.net,2021-12,2021-12,Other,0.22292429166514519,0.22656202755270177,0.3076923076923077,,,,,,0.4,,,,0.3,0.9230769230769231,0.10133935633557731,0.11108102008575942,0.1,,,,0.15,0.8,0.8347279295874576,0.8369553153856852,0.05,0.13485726801781658,low
735717,Sophia Foods Inc.,sophiafoods.com,2021-12,2021-12,Food,0.3368605683516071,0.28206288538959384,0.4125874125874126,,,,,,0.4,,,,0.3,,,,0.1,0.3877551020408163,0.2775467536644764,0.30761032009916933,0.15,1.0,0.8075069435043967,0.8063359926003006,0.05,0.10702867196063584,low
736932,SoulBee Honey,soulbeehoney.com,2021-12,2021-12,Other,0.6663965439270135,0.6707985527187484,0.32867132867132864,,,,,,0.4,,,,0.3,,,,0.1,0.14285714285714285,0.49570716353443917,0.48949409324555865,0.15,1.0,0.8067423587439859,0.799630098439052,0.05,0.07061440585319499,low
738502,"Airigan Solutions, LLC",neggmaker.com,2021-12,2021-12,Household Durables,0.10071136230754239,0.0967972956904313,0.5944055944055944,,,,,,0.4,,,,0.3,,,,0.1,0.9183673469387755,0.01716904838487341,0.024409212465207664,0.15,1.0,0.8214327257242638,0.8261781125819742,0.05,0.1844206927810994,low
738738,Neilly's Foods,neillys.com,2021-12,2021-12,Food,0.019214528551114832,0.0054432723504730844,0.9370629370629371,1135982.3515625,-0.08549697160819836,1.0,0.18655246018280336,0.22243602078121993,0.4,1.0,0.19714674290155154,0.2105131288835438,0.3,0.7692307692307693,0.46065421053556677,0.4749537607891492,0.1,0.8775510204081632,0.7050107981436383,0.7048321883290661,0.15,1.0,0.7402989907345116,0.7220198866921032,0.05,0.9605062183417714,high
739540,Neolea Trading Company LLC,neolea.com,2021-12,2021-12,Food,0.8980301860099177,0.9274266591924443,0.32167832167832167,,,,,,0.4,,,,0.3,,,,0.1,0.22448979591836735,0.9146900703028075,0.9028696548767914,0.15,0.875,0.5422252817705715,0.5348270031217481,0.05,0.07794736676163341,low
742907,New English Teas Ltd,newenglishteas.com,2021-12,2021-12,Non-Alcoholic Beverages,0.5949237931254384,0.692134739846099,0.5734265734265734,,,,,,0.4,,,,0.3,1.0,0.027393528202063522,0.019485580670303974,0.1,0.5918367346938775,0.9307586270275238,0.9013032724505328,0.15,1.0,0.4769158664262261,0.4659199693662646,0.05,0.23439208209853085,medium_low
743297,New Hope Network,newhope.com,2021-12,2021-12,Food,0.045127435199688176,0.02262650970799572,0.4825174825174825,,,,,,0.4,,,,0.3,,,,0.1,0.5918367346938775,0.0772871387216836,0.09631938088673146,0.15,1.0,0.02875899866605808,0.027676610012718234,0.05,0.13439208209853082,low
746328,National Foods Limited,nfoods.com,2021-12,2021-12,Food,0.2969518048808656,0.289359085426965,0.27972027972027974,,,,,,0.4,,,,0.3,,,,0.1,,,,0.15,1.0,0.15286695476909745,0.15587784714995953,0.05,0.049999999999999996,low
748547,"Nielsen-Massey Vanillas, Inc.",nielsenmassey.com,2021-12,2021-12,Food,0.014991951840971265,0.004554519356537397,0.8601398601398601,9391267.9765625,-0.04997553366466967,1.0,0.06160035028186744,0.07177217625553203,0.4,1.0,0.4582142163257376,0.4554018841451193,0.3,1.0,0.7568066370203715,0.7617139334155364,0.1,0.5918367346938775,0.09911087625786887,0.12218914003035324,0.15,1.0,0.8858095381268626,0.8805570008093421,0.05,0.9343920820985312,high
748798,Nightingale,nightingaleicecream.com,2021-12,2021-12,Food,0.9730909983326236,0.989250029727021,0.5454545454545454,,,,,,0.4,,,,0.3,,,,0.1,0.7755102040816326,0.9899117768689979,0.9870477426231218,0.15,1.0,0.9749081511945956,0.9717163833969245,0.05,0.16867656333134018,low
749001,Japan Tea Export Council,nihon-cha.or.jp,2021-12,2021-12,Non-Alcoholic Beverages,0.6016835660991008,0.6551719920501452,0.35664335664335667,,,,,,0.4,,,,0.3,,,,0.1,0.22448979591836735,0.46217318384413913,0.442208904109589,0.15,1.0,0.8838348143195025,0.8943136128661688,0.05,0.08292738939875208,low
750682,Nirwana Foods LLC,nirwanafoods.com,2021-12,2021-12,Non-Alcoholic Beverages,0.9856833110133282,0.9908209753860266,0.5524475524475524,73763.02954101562,0.27089773430522834,0.9,0.5773904000875705,0.6177001806140879,0.4,1.0,0.6514474451136585,0.6650426309378806,0.3,,,,0.1,,,,0.15,1.0,0.9609252291883633,0.9618992915948689,0.05,0.7260025531858296,high
752669,Nobletree Coffee,nobletreecoffee.com,2021-12,2021-12,Non-Alcoholic Beverages,0.9865761112173969,0.9926168271925802,0.5664335664335665,,,0.5,0.9461441628810684,0.9397953040337146,0.4,0.14285714285714285,0.49920897055150015,0.5334957369062119,0.3,,,,0.1,0.5714285714285714,0.07694366585489133,0.09256088280060883,0.15,1.0,0.5384309278617,0.5295168804646117,0.05,0.24916595086508198,medium_low
753056,Noel Alimentaria USA Inc.,noel-usa.com,2021-12,2021-12,Food,0.6202279469615493,0.6183159217924544,0.4825174825174825,,,,,,0.4,,,,0.3,,,,0.1,0.5918367346938775,0.5412029591508524,0.5546184413267375,0.15,1.0,0.5880377857244407,0.5805439935252631,0.05,0.13439208209853082,low
753353,Noh Foods of Hawaii,nohfoods.com,2021-12,2021-12,Food,0.004078215113215582,0.0010287247957328984,0.9300699300699301,1120704.4714431763,0.019803046740664243,1.0,0.08609271523178808,0.10044256301712526,0.4,1.0,0.05997946098975825,0.07155742633794347,0.3,1.0,0.6658464134427785,0.6615289765721332,0.1,0.7959183673469388,0.10239052520332674,0.11865565299998841,0.15,1.0,0.620947581728601,0.6272979535206382,0.05,0.9641418559688748,high
754145,Nombe Restaurant LLC,nombesf.com,2021-12,2021-12,Food Establishments,0.023507155494053144,0.034786390120436904,0.34265734265734266,,,,,,0.4,,,,0.3,,,,0.1,0.3673469387755102,0.10507283003262417,0.09128983499181258,0.15,0.775,0.09515202924468685,0.12323499526996251,0.05,0.09184608779338294,low
754420,The Non GMO Project,nongmoproject.org,2021-12,2021-12,Other,0.013724295035827545,0.020516061084781465,0.5944055944055944,,,,,,0.4,,,,0.3,,,,0.1,0.9183673469387755,0.06880600101089004,0.06416397201860273,0.15,1.0,0.02337085285892799,0.024114547260438515,0.05,0.1844206927810994,low
754539,Latteria Montello S.p.A.,nonnonanni.it,2021-12,2021-12,Food,0.1952201875257144,0.16200173266065332,0.4825174825174825,,,,,,0.4,,,,0.3,,,,0.1,0.5918367346938775,0.21056150346919084,0.24557155600866573,0.15,1.0,0.5887023758587123,0.5861660307550006,0.05,0.13439208209853082,low
754867,Noonas Ice Cream LLC,noonasicecream.com,2021-12,2021-12,Food,0.9981666077190146,0.9993198457592282,0.8111888111888111,25877.820068359375,7.5574321868640375,1.0,0.862076514695419,0.88223975370406,0.4,1.0,0.8054622665075356,0.8112347163760273,0.3,,,,0.1,0.7142857142857143,0.978412902632909,0.9724503863665327,0.15,1.0,0.9875040729103673,0.9858545785639958,0.05,0.8509539318816834,high
756307,"5 Generation Bakers, LLC",jennyleeswirlbread.com,2021-12,2021-12,Food,0.0006135367869439371,0.00014812549898928127,0.7412587412587412,600508.771484375,-0.17024620056163875,1.0,0.0014503858573696022,0.0014431402732345583,0.4,1.0,0.03726165033722834,0.04209260372820205,0.3,,,,0.1,0.5102040816326531,0.06800418140881312,0.08531343767739842,0.15,1.0,0.4305016941266422,0.4336809168690022,0.05,0.8281824493144953,high
757211,Jersey Italian Gravy,jerseyitaliangravy.com,2021-12,2021-12,Food,0.017114067315812647,0.005064804905807811,0.6783216783216783,513498.64453125,-0.05920839730861582,1.0,0.10604236221334355,0.1179526649990379,0.4,1.0,0.5272419439895639,0.5323712166766887,0.3,,,,0.1,0.5102040816326531,0.2529097550889124,0.28094118192244866,0.15,0.775,0.4675626275866807,0.4687463868655336,0.05,0.8185638444080994,high
757295,The Jersey Tomato Co.,jerseytomatoco.com,2021-12,2021-12,Food,0.9795295255556117,0.9924075489646503,0.7692307692307693,608062.8984375,0.40898855797659084,1.0,0.9084614963603524,0.921685587839138,0.4,1.0,0.08204501929001637,0.09220284626177591,0.3,,,,0.1,0.5918367346938775,0.9512894591738271,0.9381697695703048,0.15,1.0,0.6674733126587075,0.6519973407330327,0.05,0.8343920820985311,high
757833,Jessie's Nutty Cups LLC,jessiesnuttycups.com,2021-12,2021-12,Food,0.9343154733977668,0.9581389186159099,0.35664335664335667,,,,,,0.4,,,,0.3,,,,0.1,0.32653061224489793,0.9678778201534715,0.9588030167869597,0.15,0.875,0.6325027430498633,0.6348783096311712,0.05,0.09840125379880686,low
758970,JFC International Inc.,jfc.com,2021-12,2021-12,Food,0.007752217755032806,0.0020261937522295264,0.6573426573426573,8490534.0703125,0.004416538350494381,1.0,0.21613485851896447,0.2507215701366173,0.4,1.0,0.05340142662854922,0.06454199238324314,0.3,1.0,0.13938445854498796,0.12137792848335388,0.1,,,,0.15,1.0,0.38498509263787867,0.3871762631518095,0.05,0.8500000000000003,high
